seed,metric_value,scenario,metric,ablation
42,5.41,balanced,junction_pause,nox
42,1.68,balanced,reorientation,nox
43,0.4,balanced,p_open,nox
43,0.18,balanced,p_timeout,nox
43,4.55,balanced,commit_latency,nox
43,5.55,balanced,junction_pause,nox
43,1.66,balanced,reorientation,nox
44,0.53,balanced,p_open,nox
44,0.21,balanced,p_timeout,nox
44,4.6,balanced,commit_latency,nox
44,5.6,balanced,junction_pause,nox
44,1.84,balanced,reorientation,nox
45,0.4,balanced,p_open,nox
45,0.15,balanced,p_timeout,nox
45,4.26,balanced,commit_latency,nox
45,5.26,balanced,junction_pause,nox
45,1.53,balanced,reorientation,nox
46,0.41,balanced,p_open,nox
46,0.28,balanced,p_timeout,nox
46,4.77,balanced,commit_latency,nox
46,5.77,balanced,junction_pause,nox
46,2.03,balanced,reorientation,nox
47,0.49,balanced,p_open,nox
47,0.17,balanced,p_timeout,nox
47,4.41,balanced,commit_latency,nox
47,5.41,balanced,junction_pause,nox
47,1.68,balanced,reorientation,nox
48,0.48,balanced,p_open,nox
48,0.19,balanced,p_timeout,nox
48,4.66,balanced,commit_latency,nox
48,5.66,balanced,junction_pause,nox
48,1.87,balanced,reorientation,nox
49,0.49,balanced,p_open,nox
49,0.18,balanced,p_timeout,nox
49,4.47,balanced,commit_latency,nox
49,5.47,balanced,junction_pause,nox
49,1.7,balanced,reorientation,nox
50,0.49,balanced,p_open,nox
50,0.16,balanced,p_timeout,nox
50,4.41,balanced,commit_latency,nox
50,5.41,balanced,junction_pause,nox
50,1.76,balanced,reorientation,nox
51,0.51,balanced,p_open,nox
51,0.13,balanced,p_timeout,nox
51,4.29,balanced,commit_latency,nox
51,5.29,balanced,junction_pause,nox
51,1.54,balanced,reorientation,nox
52,0.51,balanced,p_open,nox
52,0.23,balanced,p_timeout,nox
52,4.53,balanced,commit_latency,nox
52,5.53,balanced,junction_pause,nox
52,1.79,balanced,reorientation,nox
53,0.44,balanced,p_open,nox
53,0.18,balanced,p_timeout,nox
53,4.46,balanced,commit_latency,nox
53,5.46,balanced,junction_pause,nox
53,1.68,balanced,reorientation,nox
54,0.46,balanced,p_open,nox
54,0.2,balanced,p_timeout,nox
54,4.49,balanced,commit_latency,nox
54,5.49,balanced,junction_pause,nox
54,1.78,balanced,reorientation,nox
55,0.43,balanced,p_open,nox
55,0.17,balanced,p_timeout,nox
55,4.38,balanced,commit_latency,nox
55,5.38,balanced,junction_pause,nox
55,1.52,balanced,reorientation,nox
56,0.45,balanced,p_open,nox
56,0.17,balanced,p_timeout,nox
56,4.44,balanced,commit_latency,nox
56,5.44,balanced,junction_pause,nox
56,1.71,balanced,reorientation,nox
57,0.4,balanced,p_open,nox
57,0.21,balanced,p_timeout,nox
57,4.51,balanced,commit_latency,nox
57,5.51,balanced,junction_pause,nox
57,1.8,balanced,reorientation,nox
58,0.36,balanced,p_open,nox
58,0.18,balanced,p_timeout,nox
58,4.63,balanced,commit_latency,nox
58,5.63,balanced,junction_pause,nox
58,1.8,balanced,reorientation,nox
59,0.54,balanced,p_open,nox
59,0.19,balanced,p_timeout,nox
59,4.57,balanced,commit_latency,nox
59,5.57,balanced,junction_pause,nox
59,1.84,balanced,reorientation,nox
60,0.44,balanced,p_open,nox
60,0.2,balanced,p_timeout,nox
60,4.66,balanced,commit_latency,nox
60,5.66,balanced,junction_pause,nox
60,1.94,balanced,reorientation,nox
61,0.41,balanced,p_open,nox
61,0.19,balanced,p_timeout,nox
61,4.35,balanced,commit_latency,nox
61,5.35,balanced,junction_pause,nox
61,1.69,balanced,reorientation,nox
62,0.44,balanced,p_open,nox
62,0.18,balanced,p_timeout,nox
62,4.37,balanced,commit_latency,nox
62,5.37,balanced,junction_pause,nox
62,1.64,balanced,reorientation,nox
63,0.43,balanced,p_open,nox
63,0.23,balanced,p_timeout,nox
63,4.68,balanced,commit_latency,nox
63,5.68,balanced,junction_pause,nox
63,1.85,balanced,reorientation,nox
64,0.36,balanced,p_open,nox
64,0.18,balanced,p_timeout,nox
64,4.46,balanced,commit_latency,nox
64,5.46,balanced,junction_pause,nox
64,1.7,balanced,reorientation,nox
65,0.42,balanced,p_open,nox
65,0.17,balanced,p_timeout,nox
65,4.19,balanced,commit_latency,nox
65,5.19,balanced,junction_pause,nox
65,1.49,balanced,reorientation,nox
66,0.37,balanced,p_open,nox
66,0.17,balanced,p_timeout,nox
66,4.41,balanced,commit_latency,nox
66,5.41,balanced,junction_pause,nox
66,1.55,balanced,reorientation,nox
67,0.41,balanced,p_open,nox
67,0.2,balanced,p_timeout,nox
67,4.48,balanced,commit_latency,nox
67,5.48,balanced,junction_pause,nox
67,1.61,balanced,reorientation,nox
68,0.45,balanced,p_open,nox
68,0.16,balanced,p_timeout,nox
68,4.54,balanced,commit_latency,nox
68,5.54,balanced,junction_pause,nox
68,1.83,balanced,reorientation,nox
69,0.41,balanced,p_open,nox
69,0.15,balanced,p_timeout,nox
69,4.35,balanced,commit_latency,nox
69,5.35,balanced,junction_pause,nox
69,1.73,balanced,reorientation,nox
70,0.43,balanced,p_open,nox
70,0.22,balanced,p_timeout,nox
70,4.5,balanced,commit_latency,nox
70,5.5,balanced,junction_pause,nox
70,1.75,balanced,reorientation,nox
71,0.43,balanced,p_open,nox
71,0.15,balanced,p_timeout,nox
71,4.5,balanced,commit_latency,nox
71,5.5,balanced,junction_pause,nox
71,1.68,balanced,reorientation,nox
72,0.43,balanced,p_open,nox
72,0.15,balanced,p_timeout,nox
72,4.52,balanced,commit_latency,nox
72,5.52,balanced,junction_pause,nox
72,1.69,balanced,reorientation,nox
73,0.49,balanced,p_open,nox
73,0.21,balanced,p_timeout,nox
73,4.5,balanced,commit_latency,nox
73,5.5,balanced,junction_pause,nox
73,1.83,balanced,reorientation,nox
74,0.38,balanced,p_open,nox
74,0.15,balanced,p_timeout,nox
74,4.4,balanced,commit_latency,nox
74,5.4,balanced,junction_pause,nox
74,1.52,balanced,reorientation,nox
75,0.46,balanced,p_open,nox
75,0.21,balanced,p_timeout,nox
75,4.61,balanced,commit_latency,nox
75,5.61,balanced,junction_pause,nox
75,1.8,balanced,reorientation,nox
76,0.45,balanced,p_open,nox
76,0.16,balanced,p_timeout,nox
76,4.44,balanced,commit_latency,nox
76,5.44,balanced,junction_pause,nox
76,1.72,balanced,reorientation,nox
77,0.46,balanced,p_open,nox
77,0.18,balanced,p_timeout,nox
77,4.54,balanced,commit_latency,nox
77,5.54,balanced,junction_pause,nox
77,1.94,balanced,reorientation,nox
78,0.38,balanced,p_open,nox
78,0.18,balanced,p_timeout,nox
78,4.45,balanced,commit_latency,nox
78,5.45,balanced,junction_pause,nox
78,1.53,balanced,reorientation,nox
79,0.44,balanced,p_open,nox
79,0.14,balanced,p_timeout,nox
79,4.52,balanced,commit_latency,nox
79,5.52,balanced,junction_pause,nox
79,1.71,balanced,reorientation,nox
80,0.49,balanced,p_open,nox
80,0.17,balanced,p_timeout,nox
80,4.5,balanced,commit_latency,nox
80,5.5,balanced,junction_pause,nox
80,1.66,balanced,reorientation,nox
81,0.44,balanced,p_open,nox
81,0.17,balanced,p_timeout,nox
81,4.49,balanced,commit_latency,nox
81,5.49,balanced,junction_pause,nox
81,1.7,balanced,reorientation,nox
82,0.37,balanced,p_open,nox
82,0.17,balanced,p_timeout,nox
82,4.38,balanced,commit_latency,nox
82,5.38,balanced,junction_pause,nox
82,1.88,balanced,reorientation,nox
83,0.46,balanced,p_open,nox
83,0.18,balanced,p_timeout,nox
83,4.44,balanced,commit_latency,nox
83,5.44,balanced,junction_pause,nox
83,1.74,balanced,reorientation,nox
84,0.48,balanced,p_open,nox
84,0.2,balanced,p_timeout,nox
84,4.35,balanced,commit_latency,nox
84,5.35,balanced,junction_pause,nox
84,1.61,balanced,reorientation,nox
85,0.39,balanced,p_open,nox
85,0.19,balanced,p_timeout,nox
85,4.34,balanced,commit_latency,nox
85,5.34,balanced,junction_pause,nox
85,1.66,balanced,reorientation,nox
86,0.44,balanced,p_open,nox
86,0.17,balanced,p_timeout,nox
86,4.54,balanced,commit_latency,nox
86,5.54,balanced,junction_pause,nox
86,1.78,balanced,reorientation,nox
87,0.51,balanced,p_open,nox
87,0.17,balanced,p_timeout,nox
87,4.45,balanced,commit_latency,nox
87,5.45,balanced,junction_pause,nox
87,1.78,balanced,reorientation,nox
88,0.41,balanced,p_open,nox
88,0.18,balanced,p_timeout,nox
88,4.46,balanced,commit_latency,nox
88,5.46,balanced,junction_pause,nox
88,1.85,balanced,reorientation,nox
89,0.44,balanced,p_open,nox
89,0.16,balanced,p_timeout,nox
89,4.42,balanced,commit_latency,nox
89,5.42,balanced,junction_pause,nox
89,1.67,balanced,reorientation,nox
90,0.49,balanced,p_open,nox
90,0.21,balanced,p_timeout,nox
90,4.52,balanced,commit_latency,nox
90,5.52,balanced,junction_pause,nox
90,1.9,balanced,reorientation,nox
91,0.43,balanced,p_open,nox
91,0.12,balanced,p_timeout,nox
91,4.54,balanced,commit_latency,nox
91,5.54,balanced,junction_pause,nox
91,1.74,balanced,reorientation,nox
42,0.48,balanced,p_open,one_shot_off
42,0.16,balanced,p_timeout,one_shot_off
42,4.41,balanced,commit_latency,one_shot_off
42,5.41,balanced,junction_pause,one_shot_off
42,1.68,balanced,reorientation,one_shot_off
43,0.4,balanced,p_open,one_shot_off
43,0.18,balanced,p_timeout,one_shot_off
43,4.55,balanced,commit_latency,one_shot_off
43,5.55,balanced,junction_pause,one_shot_off
43,1.66,balanced,reorientation,one_shot_off
44,0.53,balanced,p_open,one_shot_off
44,0.21,balanced,p_timeout,one_shot_off
44,4.6,balanced,commit_latency,one_shot_off
44,5.6,balanced,junction_pause,one_shot_off
44,1.84,balanced,reorientation,one_shot_off
45,0.4,balanced,p_open,one_shot_off
45,0.15,balanced,p_timeout,one_shot_off
45,4.26,balanced,commit_latency,one_shot_off
45,5.26,balanced,junction_pause,one_shot_off
45,1.53,balanced,reorientation,one_shot_off
46,0.41,balanced,p_open,one_shot_off
46,0.28,balanced,p_timeout,one_shot_off
46,4.77,balanced,commit_latency,one_shot_off
46,5.77,balanced,junction_pause,one_shot_off
46,2.03,balanced,reorientation,one_shot_off
47,0.49,balanced,p_open,one_shot_off
47,0.17,balanced,p_timeout,one_shot_off
47,4.41,balanced,commit_latency,one_shot_off
47,5.41,balanced,junction_pause,one_shot_off
47,1.68,balanced,reorientation,one_shot_off
48,0.48,balanced,p_open,one_shot_off
48,0.19,balanced,p_timeout,one_shot_off
48,4.66,balanced,commit_latency,one_shot_off
48,5.66,balanced,junction_pause,one_shot_off
48,1.87,balanced,reorientation,one_shot_off
49,0.49,balanced,p_open,one_shot_off
49,0.18,balanced,p_timeout,one_shot_off
49,4.47,balanced,commit_latency,one_shot_off
49,5.47,balanced,junction_pause,one_shot_off
49,1.7,balanced,reorientation,one_shot_off
50,0.49,balanced,p_open,one_shot_off
50,0.16,balanced,p_timeout,one_shot_off
50,4.41,balanced,commit_latency,one_shot_off
50,5.41,balanced,junction_pause,one_shot_off
50,1.76,balanced,reorientation,one_shot_off
51,0.51,balanced,p_open,one_shot_off
51,0.13,balanced,p_timeout,one_shot_off
51,4.29,balanced,commit_latency,one_shot_off
51,5.29,balanced,junction_pause,one_shot_off
51,1.54,balanced,reorientation,one_shot_off
52,0.51,balanced,p_open,one_shot_off
52,0.23,balanced,p_timeout,one_shot_off
52,4.53,balanced,commit_latency,one_shot_off
52,5.53,balanced,junction_pause,one_shot_off
52,1.79,balanced,reorientation,one_shot_off
53,0.44,balanced,p_open,one_shot_off
53,0.18,balanced,p_timeout,one_shot_off
53,4.46,balanced,commit_latency,one_shot_off
53,5.46,balanced,junction_pause,one_shot_off
53,1.68,balanced,reorientation,one_shot_off
54,0.46,balanced,p_open,one_shot_off
54,0.2,balanced,p_timeout,one_shot_off
54,4.49,balanced,commit_latency,one_shot_off
54,5.49,balanced,junction_pause,one_shot_off
54,1.78,balanced,reorientation,one_shot_off
55,0.43,balanced,p_open,one_shot_off
55,0.17,balanced,p_timeout,one_shot_off
55,4.38,balanced,commit_latency,one_shot_off
55,5.38,balanced,junction_pause,one_shot_off
55,1.52,balanced,reorientation,one_shot_off
56,0.45,balanced,p_open,one_shot_off
56,0.17,balanced,p_timeout,one_shot_off
56,4.44,balanced,commit_latency,one_shot_off
56,5.44,balanced,junction_pause,one_shot_off
56,1.71,balanced,reorientation,one_shot_off
57,0.4,balanced,p_open,one_shot_off
57,0.21,balanced,p_timeout,one_shot_off
57,4.51,balanced,commit_latency,one_shot_off
57,5.51,balanced,junction_pause,one_shot_off
57,1.8,balanced,reorientation,one_shot_off
58,0.36,balanced,p_open,one_shot_off
58,0.18,balanced,p_timeout,one_shot_off
58,4.63,balanced,commit_latency,one_shot_off
58,5.63,balanced,junction_pause,one_shot_off
58,1.8,balanced,reorientation,one_shot_off
59,0.54,balanced,p_open,one_shot_off
59,0.19,balanced,p_timeout,one_shot_off
59,4.57,balanced,commit_latency,one_shot_off
59,5.57,balanced,junction_pause,one_shot_off
59,1.84,balanced,reorientation,one_shot_off
60,0.44,balanced,p_open,one_shot_off
60,0.2,balanced,p_timeout,one_shot_off
60,4.66,balanced,commit_latency,one_shot_off
60,5.66,balanced,junction_pause,one_shot_off
60,1.94,balanced,reorientation,one_shot_off
61,0.41,balanced,p_open,one_shot_off
61,0.19,balanced,p_timeout,one_shot_off
61,4.35,balanced,commit_latency,one_shot_off
61,5.35,balanced,junction_pause,one_shot_off
61,1.69,balanced,reorientation,one_shot_off
62,0.44,balanced,p_open,one_shot_off
62,0.18,balanced,p_timeout,one_shot_off
62,4.37,balanced,commit_latency,one_shot_off
62,5.37,balanced,junction_pause,one_shot_off
62,1.64,balanced,reorientation,one_shot_off
63,0.43,balanced,p_open,one_shot_off
63,0.23,balanced,p_timeout,one_shot_off
63,4.68,balanced,commit_latency,one_shot_off
63,5.68,balanced,junction_pause,one_shot_off
63,1.85,balanced,reorientation,one_shot_off
64,0.36,balanced,p_open,one_shot_off
64,0.18,balanced,p_timeout,one_shot_off
64,4.46,balanced,commit_latency,one_shot_off
64,5.46,balanced,junction_pause,one_shot_off
64,1.7,balanced,reorientation,one_shot_off
65,0.42,balanced,p_open,one_shot_off
65,0.17,balanced,p_timeout,one_shot_off
65,4.19,balanced,commit_latency,one_shot_off
65,5.19,balanced,junction_pause,one_shot_off
65,1.49,balanced,reorientation,one_shot_off
66,0.37,balanced,p_open,one_shot_off
66,0.17,balanced,p_timeout,one_shot_off
66,4.41,balanced,commit_latency,one_shot_off
66,5.41,balanced,junction_pause,one_shot_off
66,1.55,balanced,reorientation,one_shot_off
67,0.41,balanced,p_open,one_shot_off
67,0.2,balanced,p_timeout,one_shot_off
67,4.48,balanced,commit_latency,one_shot_off
67,5.48,balanced,junction_pause,one_shot_off
67,1.61,balanced,reorientation,one_shot_off
68,0.45,balanced,p_open,one_shot_off
68,0.16,balanced,p_timeout,one_shot_off
68,4.54,balanced,commit_latency,one_shot_off
68,5.54,balanced,junction_pause,one_shot_off
68,1.83,balanced,reorientation,one_shot_off
69,0.41,balanced,p_open,one_shot_off
69,0.15,balanced,p_timeout,one_shot_off
69,4.35,balanced,commit_latency,one_shot_off
69,5.35,balanced,junction_pause,one_shot_off
69,1.73,balanced,reorientation,one_shot_off
70,0.43,balanced,p_open,one_shot_off
70,0.22,balanced,p_timeout,one_shot_off
70,4.5,balanced,commit_latency,one_shot_off
70,5.5,balanced,junction_pause,one_shot_off
70,1.75,balanced,reorientation,one_shot_off
71,0.43,balanced,p_open,one_shot_off
71,0.15,balanced,p_timeout,one_shot_off
71,4.5,balanced,commit_latency,one_shot_off
71,5.5,balanced,junction_pause,one_shot_off
71,1.68,balanced,reorientation,one_shot_off
72,0.43,balanced,p_open,one_shot_off
72,0.15,balanced,p_timeout,one_shot_off
72,4.52,balanced,commit_latency,one_shot_off
72,5.52,balanced,junction_pause,one_shot_off
72,1.69,balanced,reorientation,one_shot_off
73,0.49,balanced,p_open,one_shot_off
73,0.21,balanced,p_timeout,one_shot_off
73,4.5,balanced,commit_latency,one_shot_off
73,5.5,balanced,junction_pause,one_shot_off
73,1.83,balanced,reorientation,one_shot_off
74,0.38,balanced,p_open,one_shot_off
74,0.15,balanced,p_timeout,one_shot_off
74,4.4,balanced,commit_latency,one_shot_off
74,5.4,balanced,junction_pause,one_shot_off
74,1.52,balanced,reorientation,one_shot_off
75,0.46,balanced,p_open,one_shot_off
75,0.21,balanced,p_timeout,one_shot_off
75,4.61,balanced,commit_latency,one_shot_off
75,5.61,balanced,junction_pause,one_shot_off
75,1.8,balanced,reorientation,one_shot_off
76,0.45,balanced,p_open,one_shot_off
76,0.16,balanced,p_timeout,one_shot_off
76,4.44,balanced,commit_latency,one_shot_off
76,5.44,balanced,junction_pause,one_shot_off
76,1.72,balanced,reorientation,one_shot_off
77,0.46,balanced,p_open,one_shot_off
77,0.18,balanced,p_timeout,one_shot_off
77,4.54,balanced,commit_latency,one_shot_off
77,5.54,balanced,junction_pause,one_shot_off
77,1.94,balanced,reorientation,one_shot_off
78,0.38,balanced,p_open,one_shot_off
78,0.18,balanced,p_timeout,one_shot_off
78,4.45,balanced,commit_latency,one_shot_off
78,5.45,balanced,junction_pause,one_shot_off
78,1.53,balanced,reorientation,one_shot_off
79,0.44,balanced,p_open,one_shot_off
79,0.14,balanced,p_timeout,one_shot_off
79,4.52,balanced,commit_latency,one_shot_off
79,5.52,balanced,junction_pause,one_shot_off
79,1.71,balanced,reorientation,one_shot_off
80,0.49,balanced,p_open,one_shot_off
80,0.17,balanced,p_timeout,one_shot_off
80,4.5,balanced,commit_latency,one_shot_off
80,5.5,balanced,junction_pause,one_shot_off
80,1.66,balanced,reorientation,one_shot_off
81,0.44,balanced,p_open,one_shot_off
81,0.17,balanced,p_timeout,one_shot_off
81,4.49,balanced,commit_latency,one_shot_off
81,5.49,balanced,junction_pause,one_shot_off
81,1.7,balanced,reorientation,one_shot_off
82,0.37,balanced,p_open,one_shot_off
82,0.17,balanced,p_timeout,one_shot_off
82,4.38,balanced,commit_latency,one_shot_off
82,5.38,balanced,junction_pause,one_shot_off
82,1.88,balanced,reorientation,one_shot_off
83,0.46,balanced,p_open,one_shot_off
83,0.18,balanced,p_timeout,one_shot_off
83,4.44,balanced,commit_latency,one_shot_off
83,5.44,balanced,junction_pause,one_shot_off
83,1.74,balanced,reorientation,one_shot_off
84,0.48,balanced,p_open,one_shot_off
84,0.2,balanced,p_timeout,one_shot_off
84,4.35,balanced,commit_latency,one_shot_off
84,5.35,balanced,junction_pause,one_shot_off
84,1.61,balanced,reorientation,one_shot_off
85,0.39,balanced,p_open,one_shot_off
85,0.19,balanced,p_timeout,one_shot_off
85,4.34,balanced,commit_latency,one_shot_off
85,5.34,balanced,junction_pause,one_shot_off
85,1.66,balanced,reorientation,one_shot_off
86,0.44,balanced,p_open,one_shot_off
86,0.17,balanced,p_timeout,one_shot_off
86,4.54,balanced,commit_latency,one_shot_off
86,5.54,balanced,junction_pause,one_shot_off
86,1.78,balanced,reorientation,one_shot_off
87,0.51,balanced,p_open,one_shot_off
87,0.17,balanced,p_timeout,one_shot_off
87,4.45,balanced,commit_latency,one_shot_off
87,5.45,balanced,junction_pause,one_shot_off
87,1.78,balanced,reorientation,one_shot_off
88,0.41,balanced,p_open,one_shot_off
88,0.18,balanced,p_timeout,one_shot_off
88,4.46,balanced,commit_latency,one_shot_off
88,5.46,balanced,junction_pause,one_shot_off
88,1.85,balanced,reorientation,one_shot_off
89,0.44,balanced,p_open,one_shot_off
89,0.16,balanced,p_timeout,one_shot_off
89,4.42,balanced,commit_latency,one_shot_off
89,5.42,balanced,junction_pause,one_shot_off
89,1.67,balanced,reorientation,one_shot_off
90,0.49,balanced,p_open,one_shot_off
90,0.21,balanced,p_timeout,one_shot_off
90,4.52,balanced,commit_latency,one_shot_off
90,5.52,balanced,junction_pause,one_shot_off
90,1.9,balanced,reorientation,one_shot_off
91,0.43,balanced,p_open,one_shot_off
91,0.12,balanced,p_timeout,one_shot_off
91,4.54,balanced,commit_latency,one_shot_off
91,5.54,balanced,junction_pause,one_shot_off
91,1.74,balanced,reorientation,one_shot_off
42,0.5517241379310345,shock,pre_p_target,full
42,0.2857142857142857,shock,post_p_target,full
42,-0.2660098522167488,shock,delta_post_minus_pre_target,full
42,0.12857142857142856,shock,post_timeout,full
42,3.5285714285714285,shock,post_latency,full
42,4.5285714285714285,shock,post_pause,full
42,0.4663011645670992,shock,first_post_target_prob,full
42,0.0,shock,first_post_target_prob_wins,full
42,1.0,shock,first_post_target_choice,full
42,0.0,shock,first_post_target_lb,full
43,0.41379310344827586,shock,pre_p_target,full
43,0.3142857142857143,shock,post_p_target,full
43,-0.09950738916256158,shock,delta_post_minus_pre_target,full
43,0.2,shock,post_timeout,full
43,4.128571428571429,shock,post_latency,full
43,5.128571428571429,shock,post_pause,full
43,0.4663011645670992,shock,first_post_target_prob,full
