seed,trial,p_open,p_covered,p_target,p_timeout,commit_latency,junction_pause_duration,h_risk,h_opp,q_neg,q_pos,X_risk,X_opp,protocol,ablation,target_path,expected_direction,rel_trial
43,19,1.0,0.0,1.0,0.0,4.0,5.0,0.26490267666043443,0.28426008827009336,0.0,0.0,0.31428571428571433,0.2857142857142857,shock,full,open,negative,-11
43,20,1.0,0.0,1.0,1.0,6.0,7.0,0.2908949528537184,0.2859311239645371,0.0,0.0,0.3111111111111111,0.2888888888888889,shock,full,open,negative,-10
43,21,0.0,1.0,0.0,0.0,6.0,7.0,0.2988345127488863,0.2877429901555495,0.0,0.0,0.26666666666666666,0.2888888888888889,shock,full,open,negative,-9
43,22,0.0,1.0,0.0,0.0,3.0,4.0,0.2756621445889389,0.287526076942395,0.0,0.0,0.25,0.2833333333333333,shock,full,open,negative,-8
43,23,1.0,0.0,1.0,0.0,4.0,5.0,0.2711737868192189,0.2858964393610345,0.0,0.0,0.31428571428571433,0.2857142857142857,shock,full,open,negative,-7
43,24,1.0,0.0,1.0,0.0,4.0,5.0,0.2936654130254647,0.28580140923884934,0.0,0.0,0.31428571428571433,0.2857142857142857,shock,full,open,negative,-6
43,25,1.0,0.0,1.0,0.0,6.0,7.0,0.3034587913989799,0.2866043877163622,0.0,0.0,0.3111111111111111,0.2888888888888889,shock,full,open,negative,-5
43,26,0.0,1.0,0.0,0.0,6.0,7.0,0.3037020012218085,0.2880038263275075,0.0,0.0,0.26666666666666666,0.2888888888888889,shock,full,open,negative,-4
43,27,0.0,1.0,0.0,0.0,4.0,5.0,0.27899981820465636,0.2878819767732369,0.0,0.0,0.2571428571428571,0.2857142857142857,shock,full,open,negative,-3
43,28,0.0,1.0,0.0,0.0,3.0,4.0,0.2658776075035403,0.28645704664689964,0.0,0.0,0.25,0.2833333333333333,shock,full,open,negative,-2
43,29,0.0,1.0,0.0,1.0,6.0,7.0,0.26411695099291027,0.2862375176800061,0.0,0.0,0.26666666666666666,0.2888888888888889,shock,full,open,negative,-1
43,30,1.0,0.0,1.0,0.0,3.0,4.0,0.26689671661552505,0.2868568884238026,0.0,0.0,0.31666666666666665,0.2833333333333333,shock,full,open,negative,0
43,31,0.0,1.0,0.0,1.0,6.0,7.0,0.30002865704537907,0.2864227215890889,1.293072961209945,0.0,0.26666666666666666,0.2888888888888889,shock,full,open,negative,1
43,32,0.0,1.0,0.0,0.0,4.0,5.0,0.3221239315237702,0.28721124536245946,1.09950041537654,0.0,0.2571428571428571,0.2857142857142857,shock,full,open,negative,2
43,33,0.0,1.0,0.0,0.0,1.0,2.0,0.32941314343341693,0.2860503356781921,0.983320604654523,0.0,0.22499999999999998,0.275,shock,full,open,negative,3
43,34,0.0,1.0,0.0,0.0,1.0,2.0,0.3301135875008343,0.28225012523846194,0.9069836168052796,0.0,0.22499999999999998,0.275,shock,full,open,negative,4
43,35,0.0,1.0,0.0,0.0,1.0,2.0,0.330130929244716,0.2797568071689549,0.8365728097828309,0.0,0.22499999999999998,0.275,shock,full,open,negative,5
43,36,0.0,1.0,0.0,0.0,1.0,2.0,0.3294969690087058,0.27812094118355135,0.7716281232654196,0.0,0.22499999999999998,0.275,shock,full,open,negative,6
