protocol,ablation,target_path,expected_direction,trial,rel_trial,n_trials,p_open,p_covered,p_target,p_timeout,mean_commit_latency,mean_junction_pause_duration,mean_h_risk,mean_h_opp,mean_q_neg,mean_q_pos,mean_X_risk,mean_X_opp
shock,one_shot_off,open,negative,92,62,50,0.5,0.5,0.5,0.2,4.62,5.62,0.2812204914187992,0.2864683461307296,0.0,0.0,0.28595238095238096,0.28655555555555556
shock,one_shot_off,open,negative,93,63,50,0.26,0.74,0.26,0.2,4.4,5.4,0.28271344373781626,0.28657084491527046,0.0,0.0,0.2728888888888889,0.28615873015873017
shock,one_shot_off,open,negative,94,64,50,0.32,0.68,0.32,0.16,4.68,5.68,0.27846634647577956,0.28660060610453825,0.0,0.0,0.27701587301587305,0.2866666666666667
shock,one_shot_off,open,negative,95,65,50,0.5,0.5,0.5,0.2,4.56,5.56,0.27897684153590374,0.28672706357829325,0.0,0.0,0.28660317460317464,0.2864761904761905
shock,one_shot_off,open,negative,96,66,50,0.36,0.64,0.36,0.18,4.46,5.46,0.282380785108736,0.2866875298646624,0.0,0.0,0.27836507936507937,0.2862698412698413
shock,one_shot_off,open,negative,97,67,50,0.36,0.64,0.36,0.12,4.46,5.46,0.2803405759287729,0.28659891218064804,0.0,0.0,0.2783333333333333,0.28623809523809524
shock,one_shot_off,open,negative,98,68,50,0.4,0.6,0.4,0.1,4.28,5.28,0.27960188457592433,0.28649107338295193,0.0,0.0,0.2800952380952381,0.28593650793650793
shock,one_shot_off,open,negative,99,69,50,0.5,0.5,0.5,0.2,4.42,5.42,0.2809115233175422,0.2863998877704864,0.0,0.0,0.28595238095238096,0.2861746031746032
shock,one_shot_off,open,negative,100,70,50,0.54,0.46,0.54,0.2,4.56,5.56,0.28426694232445354,0.2864712474732669,0.0,0.0,0.2896825396825397,0.28644444444444445
treat,full,covered,positive,1,-29,50,0.34,0.66,0.66,0.18,4.44,5.44,0.08811765987320634,0.08316276801333332,0.0,0.0,0.27634920634920634,0.2861904761904762
treat,full,covered,positive,2,-28,50,0.44,0.56,0.56,0.26,4.82,5.82,0.1927599563079432,0.19455861131632615,0.0,0.0,0.2828730158730159,0.2869047619047619
treat,full,covered,positive,3,-27,50,0.56,0.44,0.44,0.16,4.24,5.24,0.2428469905246067,0.24496221520203776,0.0,0.0,0.28904761904761905,0.28580952380952385
treat,full,covered,positive,4,-26,50,0.36,0.64,0.64,0.22,4.38,5.38,0.266676313194527,0.266995471871372,0.0,0.0,0.27823809523809523,0.2860793650793651
treat,full,covered,positive,5,-25,50,0.4,0.6,0.6,0.06,4.12,5.12,0.2730205854479265,0.2771826848764728,0.0,0.0,0.28,0.28565079365079366
treat,full,covered,positive,6,-24,50,0.38,0.62,0.62,0.22,4.56,5.56,0.2768958023530473,0.2819837427889776,0.0,0.0,0.2793333333333333,0.2863809523809524
treat,full,covered,positive,7,-23,50,0.48,0.52,0.52,0.14,4.5,5.5,0.27905422767237487,0.2845015895958547,0.0,0.0,0.2841111111111111,0.2863650793650794
treat,full,covered,positive,8,-22,50,0.44,0.56,0.56,0.22,4.78,5.78,0.2826186082995312,0.28577317678966346,0.0,0.0,0.28290476190476194,0.2868095238095238
treat,full,covered,positive,9,-21,50,0.44,0.56,0.56,0.18,4.28,5.28,0.28308532926585483,0.28630621404416623,0.0,0.0,0.2818095238095238,0.2858730158730159
treat,full,covered,positive,10,-20,50,0.4,0.6,0.6,0.2,4.62,5.62,0.2829628140778025,0.28635933059279134,0.0,0.0,0.28150793650793654,0.28655555555555556
treat,full,covered,positive,11,-19,50,0.48,0.52,0.52,0.16,4.26,5.26,0.28215908007175977,0.28646586298263405,0.0,0.0,0.28446031746031747,0.28595238095238096
treat,full,covered,positive,12,-18,50,0.5,0.5,0.5,0.16,4.62,5.62,0.2838574897403435,0.2864373738186135,0.0,0.0,0.2856666666666667,0.28658730158730156
treat,full,covered,positive,13,-17,50,0.46,0.54,0.54,0.18,4.64,5.64,0.2849542748759102,0.28665720073348444,0.0,0.0,0.2833650793650794,0.28653968253968254
treat,full,covered,positive,14,-16,50,0.46,0.54,0.54,0.24,4.52,5.52,0.2845415183647748,0.28670609638704436,0.0,0.0,0.28409523809523807,0.2863174603174603
treat,full,covered,positive,15,-15,50,0.46,0.54,0.54,0.18,4.48,5.48,0.2841258212594133,0.28664583017856654,0.0,0.0,0.2833015873015873,0.2862857142857143
treat,full,covered,positive,16,-14,50,0.46,0.54,0.54,0.16,4.38,5.38,0.28420060451003865,0.28656326440222424,0.0,0.0,0.28455555555555556,0.28604761904761905
treat,full,covered,positive,17,-13,50,0.42,0.58,0.58,0.12,4.1,5.1,0.2837189856427456,0.28632689463981875,0.0,0.0,0.28084126984126984,0.28563492063492063
treat,full,covered,positive,18,-12,50,0.5,0.5,0.5,0.26,4.52,5.52,0.2832949982890158,0.2862619243951363,0.0,0.0,0.2865714285714286,0.28625396825396826
treat,full,covered,positive,19,-11,50,0.44,0.56,0.56,0.16,4.24,5.24,0.28448574928204007,0.2863332644744062,0.0,0.0,0.2823174603174603,0.2858730158730159
treat,full,covered,positive,20,-10,50,0.46,0.54,0.54,0.12,4.48,5.48,0.2835963993462677,0.2863330512405096,0.0,0.0,0.28365079365079365,0.28625396825396826
treat,full,covered,positive,21,-9,50,0.3,0.7,0.7,0.28,4.66,5.66,0.283030032747937,0.28651708692770655,0.0,0.0,0.27544444444444444,0.28658730158730156
treat,full,covered,positive,22,-8,50,0.44,0.56,0.56,0.12,4.24,5.24,0.2796021027674129,0.2865435288905168,0.0,0.0,0.28209523809523807,0.2859047619047619
treat,full,covered,positive,23,-7,50,0.52,0.48,0.48,0.16,4.56,5.56,0.28180513356573184,0.2864350548980618,0.0,0.0,0.2872698412698413,0.28644444444444445
treat,full,covered,positive,24,-6,50,0.42,0.58,0.58,0.16,4.44,5.44,0.2844621630037228,0.28654072983060597,0.0,0.0,0.28184126984126984,0.2862222222222222
treat,full,covered,positive,25,-5,50,0.5,0.5,0.5,0.2,4.62,5.62,0.2837966553349004,0.2865806953786126,0.0,0.0,0.28646031746031747,0.28655555555555556
treat,full,covered,positive,26,-4,50,0.4,0.6,0.6,0.2,4.62,5.62,0.2849655494584276,0.2867113329889279,0.0,0.0,0.28150793650793654,0.28655555555555556
treat,full,covered,positive,27,-3,50,0.48,0.52,0.52,0.22,4.5,5.5,0.28353692012209236,0.2867301081118409,0.0,0.0,0.2857619047619048,0.2863015873015873
treat,full,covered,positive,28,-2,50,0.4,0.6,0.6,0.12,4.44,5.44,0.28418449858499306,0.28662150541700204,0.0,0.0,0.28034920634920635,0.2861904761904762
treat,full,covered,positive,29,-1,50,0.44,0.56,0.56,0.16,4.64,5.64,0.2831569663414992,0.2866093570945456,0.0,0.0,0.2835238095238095,0.2865714285714286
treat,full,covered,positive,30,0,50,0.0,1.0,1.0,0.0,3.0,4.0,0.27952621028859725,0.2861572505663175,0.0,0.0,0.25,0.2833333333333333
treat,full,covered,positive,31,1,50,0.34,0.66,0.66,0.0,1.0,2.0,0.2649636049349914,0.2791854359331885,0.0,1.9476843750000001,0.259,0.275
treat,full,covered,positive,32,2,50,0.28,0.72,0.72,0.0,2.54,3.54,0.2648622032617886,0.2788677682996744,0.0,1.5275764255030364,0.26486666666666664,0.2818
treat,full,covered,positive,33,3,50,0.34,0.66,0.66,0.0,2.56,3.56,0.2658119112830095,0.2795747774629929,0.0,1.1495579659258497,0.26959999999999995,0.28186666666666665
treat,full,covered,positive,34,4,50,0.2,0.8,0.8,0.0,2.32,3.32,0.26644052375966437,0.28015703872580017,0.0,0.869708131864389,0.2576,0.28106666666666663
treat,full,covered,positive,35,5,50,0.28,0.72,0.72,0.0,2.58,3.58,0.26413854033042755,0.28054460338927273,0.0,0.6580435130695953,0.2655333333333333,0.2819333333333333
treat,full,covered,positive,36,6,50,0.42,0.58,0.58,0.0,2.52,3.52,0.2659778197494381,0.2810297564088642,0.0,0.49530324912377316,0.2753333333333333,0.28173333333333334
treat,full,covered,positive,37,7,50,0.3,0.7,0.7,0.0,2.48,3.48,0.2694373632197392,0.2813288163185751,0.0,0.3737400714353094,0.26666666666666666,0.28159999999999996
treat,full,covered,positive,38,8,50,0.32,0.68,0.68,0.0,2.38,3.38,0.2683001050210943,0.2814708171338795,0.0,0.2829270178477728,0.267,0.28126666666666666
treat,full,covered,positive,39,9,50,0.28,0.72,0.72,0.0,2.36,3.36,0.26784522598123217,0.2814658426771759,0.0,0.214861726110456,0.2638666666666667,0.28119999999999995
treat,full,covered,positive,40,10,50,0.16,0.84,0.84,0.0,2.36,3.36,0.2656823816412275,0.28143723672570237,0.0,0.16323858641077127,0.2553333333333333,0.28119999999999995
treat,full,covered,positive,41,11,50,0.4,0.6,0.6,0.0,2.52,3.52,0.2635000896561788,0.2814678988270753,0.0,0.12356055652693325,0.27453333333333335,0.28173333333333334
treat,full,covered,positive,42,12,50,0.28,0.72,0.72,0.0,2.34,3.34,0.26709509099882867,0.28158054483154343,0.0,0.09356445198273283,0.2634,0.2811333333333333
treat,full,covered,positive,43,13,50,0.42,0.58,0.58,0.0,2.7,3.7,0.26769712513210936,0.2815927174661945,0.0,0.07054736539486846,0.2763333333333333,0.2823333333333333
treat,full,covered,positive,44,14,50,0.32,0.68,0.68,0.0,2.52,3.52,0.27093667637990926,0.2819068637562776,0.0,0.052894727218227876,0.26786666666666664,0.28173333333333334
treat,full,covered,positive,45,15,50,0.4,0.6,0.6,0.0,2.5,3.5,0.2704076863132828,0.2818900769757652,0.0,0.03987829836225806,0.27326666666666666,0.2816666666666666
treat,full,covered,positive,46,16,50,0.36,0.64,0.64,0.0,2.44,3.44,0.27156513672329063,0.2818286164901985,0.0,0.03013287863732333,0.27,0.28146666666666664
treat,full,covered,positive,47,17,50,0.22,0.78,0.78,0.0,2.48,3.48,0.27043354875493725,0.2817488220342174,0.0,0.022787035355624336,0.2605333333333333,0.28159999999999996
treat,full,covered,positive,48,18,50,0.24,0.76,0.76,0.0,2.64,3.64,0.26696299833205717,0.28180992178012754,0.0,0.017143913722381436,0.2634666666666666,0.2821333333333333
treat,full,covered,positive,49,19,50,0.2,0.8,0.8,0.0,2.52,3.52,0.26504650924397277,0.2819706001484816,0.0,0.012879595493046143,0.2596,0.28173333333333334
treat,full,covered,positive,50,20,50,0.34,0.66,0.66,0.0,2.5,3.5,0.2636774333934952,0.2819177443799251,0.0,0.009713079288720432,0.2687333333333333,0.2816666666666666
treat,full,covered,positive,51,21,50,0.36,0.64,0.64,0.0,2.54,3.54,0.26665307420775297,0.2818830804734012,0.0,0.0073232451366897315,0.27099999999999996,0.2818
treat,full,covered,positive,52,22,50,0.3,0.7,0.7,0.0,2.34,3.34,0.26811776888543226,0.28183534622697876,0.0,0.005541612743993386,0.26526666666666665,0.2811333333333333
treat,full,covered,positive,53,23,50,0.36,0.64,0.64,0.0,2.54,3.54,0.26803011601744886,0.2816674080569887,0.0,0.004193043658238807,0.27153333333333335,0.2818
treat,full,covered,positive,54,24,50,0.24,0.76,0.76,0.0,2.48,3.48,0.2686405369889738,0.2817634388830668,0.0,0.0031606101203791813,0.26239999999999997,0.28159999999999996
treat,full,covered,positive,55,25,50,0.2,0.8,0.8,0.0,2.5,3.5,0.26569907992071384,0.28175564898997185,0.0,0.0023853342771318602,0.25939999999999996,0.2816666666666666
treat,full,covered,positive,56,26,50,0.32,0.68,0.68,0.0,2.46,3.46,0.26396785723970323,0.28176150421593515,0.0,0.0018015621804908313,0.26726666666666665,0.2815333333333333
treat,full,covered,positive,57,27,50,0.32,0.68,0.68,0.0,2.42,3.42,0.2659477101778802,0.28171192772787906,0.0,0.0013632669618785407,0.26739999999999997,0.2814
treat,full,covered,positive,58,28,50,0.32,0.68,0.68,0.0,2.56,3.56,0.2671844019084386,0.2816858189670642,0.0,0.0010291949479913787,0.2688,0.28186666666666665
treat,full,covered,positive,59,29,50,0.28,0.72,0.72,0.0,2.5,3.5,0.26752223152003873,0.2817938191728844,0.0,0.000775790040659844,0.265,0.2816666666666666
treat,full,covered,positive,60,30,50,0.32,0.68,0.68,0.0,2.48,3.48,0.2668625896792191,0.28178291664728855,0.0,0.0005856582140457086,0.2672,0.28159999999999996
treat,full,covered,positive,61,31,50,0.4,0.6,0.6,0.0,2.6,3.6,0.26848606041699036,0.28180800535554096,0.0,0.0004408052534002692,0.2750666666666666,0.282
treat,full,covered,positive,62,32,50,0.28,0.72,0.72,0.0,2.44,3.44,0.27031563531964337,0.2818941030222657,0.0,0.00033202815024965934,0.26466666666666666,0.28146666666666664
treat,full,covered,positive,63,33,50,0.24,0.76,0.76,0.0,2.44,3.44,0.26799336404963875,0.28176285342894114,0.0,0.00025123682550628535,0.262,0.28146666666666664
treat,full,covered,positive,64,34,50,0.32,0.68,0.68,0.0,2.5,3.5,0.2662989753450171,0.2817129427439107,0.0,0.00018987414497671648,0.26766666666666666,0.2816666666666666
treat,full,covered,positive,65,35,50,0.34,0.66,0.66,0.0,2.42,3.42,0.26732370088283214,0.2817132745622292,0.0,0.00014356604449597104,0.2687333333333333,0.2814
treat,full,covered,positive,66,36,50,0.38,0.62,0.62,0.0,2.52,3.52,0.2687071276700183,0.2816681698757701,0.0,0.00010854146988814471,0.27186666666666665,0.28173333333333334
treat,full,covered,positive,67,37,50,0.28,0.72,0.72,0.0,2.5,3.5,0.269899884234404,0.2817473773660547,0.0,8.187687715000358e-05,0.26526666666666665,0.2816666666666666
treat,full,covered,positive,68,38,50,0.3,0.7,0.7,0.0,2.46,3.46,0.2681219003345435,0.28175532463574915,0.0,6.183608771464212e-05,0.26646666666666663,0.2815333333333333
treat,full,covered,positive,69,39,50,0.28,0.72,0.72,0.0,2.48,3.48,0.2674449120152148,0.2817275981172016,0.0,4.670572942797518e-05,0.26426666666666665,0.28159999999999996
treat,full,covered,positive,70,40,50,0.22,0.78,0.78,0.0,2.42,3.42,0.26621937821055713,0.28170948346174923,0.0,3.53209240333686e-05,0.2604666666666667,0.2814
treat,full,covered,positive,71,41,50,0.24,0.76,0.76,0.0,2.44,3.44,0.26390329515554156,0.28164051586435795,0.0,2.6740313220105917e-05,0.2614666666666666,0.28146666666666664
treat,full,covered,positive,72,42,50,0.26,0.74,0.74,0.0,2.4,3.4,0.2632797409902107,0.2816085128344323,0.0,2.0252314501033247e-05,0.2634666666666666,0.2813333333333333
treat,full,covered,positive,73,43,50,0.28,0.72,0.72,0.0,2.4,3.4,0.26350308995160143,0.28155053862874024,0.0,1.5363104220191276e-05,0.26453333333333334,0.2813333333333333
treat,full,covered,positive,74,44,50,0.26,0.74,0.74,0.0,2.46,3.46,0.26413864477467075,0.28153283629891845,0.0,1.1633047267566692e-05,0.26353333333333334,0.2815333333333333
treat,full,covered,positive,75,45,50,0.26,0.74,0.74,0.0,2.56,3.56,0.26429851317957437,0.2816243160103457,0.0,8.768927748150115e-06,0.264,0.28186666666666665
treat,full,covered,positive,76,46,50,0.28,0.72,0.72,0.0,2.52,3.52,0.2646004329704723,0.2817770964800869,0.0,6.598116401809813e-06,0.2654666666666667,0.28173333333333334
treat,full,covered,positive,77,47,50,0.26,0.74,0.74,0.0,2.46,3.46,0.2648746983697563,0.28179568959478324,0.0,4.9815485496417675e-06,0.26326666666666665,0.2815333333333333
treat,full,covered,positive,78,48,50,0.2,0.8,0.8,0.0,2.46,3.46,0.26414206236660037,0.2817397800681285,0.0,3.7698778429934883e-06,0.25980000000000003,0.2815333333333333
treat,full,covered,positive,79,49,50,0.18,0.82,0.82,0.0,2.4,3.4,0.26182601024495616,0.28168036454594575,0.0,2.8583645701518023e-06,0.2568,0.2813333333333333
treat,full,covered,positive,80,50,50,0.22,0.78,0.78,0.0,2.54,3.54,0.26058425780600886,0.2816356654540693,0.0,2.162747772622132e-06,0.2614,0.2818
treat,full,covered,positive,81,51,50,0.3,0.7,0.7,0.0,2.34,3.34,0.26119182714900996,0.28169283542483897,0.0,1.6365657483717477e-06,0.2660666666666667,0.2811333333333333
treat,full,covered,positive,82,52,50,0.26,0.74,0.74,0.0,2.48,3.48,0.2631805364720732,0.2815619428652512,0.0,1.2396552777518502e-06,0.2632,0.28159999999999996
treat,full,covered,positive,83,53,50,0.3,0.7,0.7,0.0,2.44,3.44,0.2638848193998254,0.2816230344155768,0.0,9.369192638084014e-07,0.26653333333333334,0.28146666666666664
treat,full,covered,positive,84,54,50,0.28,0.72,0.72,0.0,2.42,3.42,0.26515912587084395,0.28160531346164624,0.0,7.096294154098941e-07,0.2658,0.2814
treat,full,covered,positive,85,55,50,0.24,0.76,0.76,0.0,2.46,3.46,0.26502499319646733,0.28158769149877216,0.0,5.373062563637405e-07,0.2619333333333333,0.2815333333333333
treat,full,covered,positive,86,56,50,0.38,0.62,0.62,0.0,2.36,3.36,0.26484978213002164,0.28158616780707096,0.0,4.0733774396002583e-07,0.2708,0.28119999999999995
treat,full,covered,positive,87,57,50,0.34,0.66,0.66,0.0,2.46,3.46,0.26813164087083535,0.2815144672169527,0.0,3.08711459955506e-07,0.2702,0.2815333333333333
treat,full,covered,positive,88,58,50,0.3,0.7,0.7,0.0,2.46,3.46,0.26855534094680616,0.28158152224149985,0.0,2.332621350810574e-07,0.26646666666666663,0.2815333333333333
treat,full,covered,positive,89,59,50,0.34,0.66,0.66,0.0,2.42,3.42,0.2679125772624326,0.28160410534401864,0.0,1.764494471361003e-07,0.26846666666666663,0.2814
treat,full,covered,positive,90,60,50,0.26,0.74,0.74,0.0,2.48,3.48,0.2682097445283119,0.2815925637847698,0.0,1.335636081679568e-07,0.2634666666666666,0.28159999999999996
treat,full,covered,positive,91,61,50,0.36,0.64,0.64,0.0,2.52,3.52,0.26728122351311295,0.28166794674043283,0.0,1.0080206211455245e-07,0.2716,0.28173333333333334
treat,full,covered,positive,92,62,50,0.32,0.68,0.68,0.0,2.48,3.48,0.26890674886541605,0.2817421491063672,0.0,7.601886521875584e-08,0.2685333333333333,0.28159999999999996
treat,full,covered,positive,93,63,50,0.28,0.72,0.72,0.0,2.48,3.48,0.26852138326012964,0.2817394641260514,0.0,5.739708803312366e-08,0.26586666666666664,0.28159999999999996
treat,full,covered,positive,94,64,50,0.3,0.7,0.7,0.0,2.52,3.52,0.267396432740343,0.28174882996661293,0.0,4.3315276397683004e-08,0.2673333333333333,0.28173333333333334
treat,full,covered,positive,95,65,50,0.24,0.76,0.76,0.0,2.4,3.4,0.2665925085208555,0.28175496882766937,0.0,3.2750236034624134e-08,0.2616,0.2813333333333333
treat,full,covered,positive,96,66,50,0.3,0.7,0.7,0.0,2.36,3.36,0.26492364827101195,0.2816148736900339,0.0,2.4857767556966996e-08,0.2654666666666667,0.28119999999999995
treat,full,covered,positive,97,67,50,0.38,0.62,0.62,0.0,2.54,3.54,0.26645130085876806,0.2815610485680596,0.0,1.880412751175857e-08,0.2723333333333333,0.2818
treat,full,covered,positive,98,68,50,0.32,0.68,0.68,0.0,2.48,3.48,0.2690469170037838,0.2817006390867272,0.0,1.4175567851082302e-08,0.26826666666666665,0.28159999999999996
treat,full,covered,positive,99,69,50,0.26,0.74,0.74,0.0,2.64,3.64,0.2686420293552999,0.2817769211650019,0.0,1.065986211537073e-08,0.2648,0.2821333333333333
treat,full,covered,positive,100,70,50,0.34,0.66,0.66,0.0,2.54,3.54,0.2676136807469696,0.28195768574815633,0.0,7.995339191649122e-09,0.26966666666666667,0.2818
treat,novg,covered,positive,1,-29,50,0.02,0.98,0.98,0.0,1.0,2.0,0.04837249999999997,0.04707499999999998,0.0,0.0,0.22699999999999998,0.275
treat,novg,covered,positive,2,-28,50,0.0,1.0,1.0,0.0,1.0,2.0,0.10960249724999999,0.1254584075,0.0,0.0,0.22499999999999998,0.275
treat,novg,covered,positive,3,-27,50,0.02,0.98,0.98,0.0,1.0,2.0,0.149487698445725,0.17688576116075003,0.0,0.0,0.22699999999999998,0.275
treat,novg,covered,positive,4,-26,50,0.0,1.0,1.0,0.0,1.0,2.0,0.17594417895024017,0.21062724789756807,0.0,0.0,0.22499999999999998,0.275
treat,novg,covered,positive,5,-25,50,0.0,1.0,1.0,0.0,1.0,2.0,0.19281447580925257,0.23276503734559445,0.0,0.0,0.22499999999999998,0.275
treat,novg,covered,positive,6,-24,50,0.02,0.98,0.98,0.0,1.0,2.0,0.20408307757845062,0.24728964100244455,0.0,0.0,0.22699999999999998,0.275
treat,novg,covered,positive,7,-23,50,0.0,1.0,1.0,0.0,1.0,2.0,0.21176420719922145,0.2568192334617039,0.0,0.0,0.22499999999999998,0.275
treat,novg,covered,positive,8,-22,50,0.02,0.98,0.98,0.0,1.0,2.0,0.21651599634340923,0.26307159907422395,0.0,0.0,0.22699999999999998,0.275
treat,novg,covered,positive,9,-21,50,0.0,1.0,1.0,0.0,1.0,2.0,0.2199214452009108,0.2671737761525983,0.0,0.0,0.22499999999999998,0.275
treat,novg,covered,positive,10,-20,50,0.0,1.0,1.0,0.0,1.0,2.0,0.22166796019631757,0.26986521453371975,0.0,0.0,0.22499999999999998,0.275
treat,novg,covered,positive,11,-19,50,0.0,1.0,1.0,0.0,1.0,2.0,0.22281384868480397,0.2716310672555735,0.0,0.0,0.22499999999999998,0.275
treat,novg,covered,positive,12,-18,50,0.0,1.0,1.0,0.0,1.0,2.0,0.2235656661220999,0.27278964322638183,0.0,0.0,0.22499999999999998,0.275
treat,novg,covered,positive,13,-17,50,0.0,1.0,1.0,0.0,1.0,2.0,0.22405893354270975,0.27354978492082915,0.0,0.0,0.22499999999999998,0.275
treat,novg,covered,positive,14,-16,50,0.0,1.0,1.0,0.0,1.0,2.0,0.22438256629737188,0.27404851388655604,0.0,0.0,0.22499999999999998,0.275
treat,novg,covered,positive,15,-15,50,0.0,1.0,1.0,0.0,1.0,2.0,0.2245949017477057,0.27437572996096943,0.0,0.0,0.22499999999999998,0.275
treat,novg,covered,positive,16,-14,50,0.0,1.0,1.0,0.0,1.0,2.0,0.22473421503666977,0.274590416427392,0.0,0.0,0.22499999999999998,0.275
treat,novg,covered,positive,17,-13,50,0.02,0.98,0.98,0.0,1.0,2.0,0.22502561848555908,0.2747312722180119,0.0,0.0,0.22699999999999998,0.275
treat,novg,covered,positive,18,-12,50,0.0,1.0,1.0,0.0,1.0,2.0,0.22550460828837537,0.27482368770223764,0.0,0.0,0.22499999999999998,0.275
treat,novg,covered,positive,19,-11,50,0.0,1.0,1.0,0.0,1.0,2.0,0.22533107349800308,0.2748843215014381,0.0,0.0,0.22499999999999998,0.275
treat,novg,covered,positive,20,-10,50,0.0,1.0,1.0,0.0,1.0,2.0,0.22521721732203986,0.2749241033370936,0.0,0.0,0.22499999999999998,0.275
treat,novg,covered,positive,21,-9,50,0.0,1.0,1.0,0.0,1.0,2.0,0.22514251628499035,0.2749502041994671,0.0,0.0,0.22499999999999998,0.275
treat,novg,covered,positive,22,-8,50,0.0,1.0,1.0,0.0,1.0,2.0,0.2250935049345822,0.2749673289752704,0.0,0.0,0.22499999999999998,0.275
treat,novg,covered,positive,23,-7,50,0.0,1.0,1.0,0.0,1.0,2.0,0.2250613485875794,0.2749785645406749,0.0,0.0,0.22499999999999998,0.275
treat,novg,covered,positive,24,-6,50,0.02,0.98,0.98,0.0,1.0,2.0,0.22524025080831084,0.27498593619513684,0.0,0.0,0.22699999999999998,0.275
treat,novg,covered,positive,25,-5,50,0.0,1.0,1.0,0.0,1.0,2.0,0.22564542855533282,0.2749907727376293,0.0,0.0,0.22499999999999998,0.275
treat,novg,covered,positive,26,-4,50,0.0,1.0,1.0,0.0,1.0,2.0,0.22542346567515387,0.27499394599315863,0.0,0.0,0.22499999999999998,0.275
treat,novg,covered,positive,27,-3,50,0.0,1.0,1.0,0.0,1.0,2.0,0.22527783582946845,0.2749960279661114,0.0,0.0,0.22499999999999998,0.275
treat,novg,covered,positive,28,-2,50,0.0,1.0,1.0,0.0,1.0,2.0,0.22518228808771426,0.2749973939485657,0.0,0.0,0.22499999999999998,0.275
treat,novg,covered,positive,29,-1,50,0.0,1.0,1.0,0.0,1.0,2.0,0.22511959921434938,0.27499829016965394,0.0,0.0,0.22499999999999998,0.275
treat,novg,covered,positive,30,0,50,0.0,1.0,1.0,0.0,1.0,2.0,0.22507846904453457,0.27499887818030994,0.0,0.0,0.22499999999999998,0.275
treat,novg,covered,positive,31,1,50,0.0,1.0,1.0,0.0,1.0,2.0,0.22505148354011914,0.2685220852712008,0.0,1.9476843750000001,0.22499999999999998,0.275
treat,novg,covered,positive,32,2,50,0.0,1.0,1.0,0.0,1.0,2.0,0.22503377835067215,0.26942394961163557,0.0,1.5864010964648432,0.22499999999999998,0.275
treat,novg,covered,positive,33,3,50,0.0,1.0,1.0,0.0,1.0,2.0,0.225022161975876,0.27030069299740855,0.0,1.2921336080774675,0.22499999999999998,0.275
treat,novg,covered,positive,34,4,50,0.0,1.0,1.0,0.0,1.0,2.0,0.22501454047237232,0.27112702150360707,0.0,1.0524508996141475,0.22499999999999998,0.275
treat,novg,covered,positive,35,5,50,0.02,0.98,0.98,0.0,1.0,2.0,0.22520954000392346,0.2718811988971346,0.0,0.8572278355538455,0.22699999999999998,0.275
treat,novg,covered,positive,36,6,50,0.02,0.98,0.98,0.0,1.0,2.0,0.2258252791965742,0.27254735754237325,0.0,0.6982174297325793,0.22699999999999998,0.275
treat,novg,covered,positive,37,7,50,0.0,1.0,1.0,0.0,1.0,2.0,0.2260292656808723,0.27311682522345065,0.0,0.5687024603761215,0.22499999999999998,0.275
treat,novg,covered,positive,38,8,50,0.0,1.0,1.0,0.0,1.0,2.0,0.22567530121322035,0.2735882351762101,0.0,0.46321170836672826,0.22499999999999998,0.275
treat,novg,covered,positive,39,9,50,0.0,1.0,1.0,0.0,1.0,2.0,0.22544306512599385,0.27396652789585885,0.0,0.3772888315378775,0.22499999999999998,0.275
treat,novg,covered,positive,40,10,50,0.0,1.0,1.0,0.0,1.0,2.0,0.2252906950291646,0.2742612226990045,0.0,0.3073041113427982,0.22499999999999998,0.275
treat,novg,covered,positive,41,11,50,0.0,1.0,1.0,0.0,1.0,2.0,0.2251907250086349,0.2744844424407989,0.0,0.25030111933940496,0.22499999999999998,0.275
treat,novg,covered,positive,42,12,50,0.0,1.0,1.0,0.0,1.0,2.0,0.22512513467816536,0.27464911270574205,0.0,0.20387182608394117,0.22499999999999998,0.275
treat,novg,covered,positive,43,13,50,0.0,1.0,1.0,0.0,1.0,2.0,0.22508210086234431,0.27476759399398876,0.0,0.16605487654428308,0.22499999999999998,0.275
treat,novg,covered,positive,44,14,50,0.0,1.0,1.0,0.0,1.0,2.0,0.22505386637578412,0.2748508275149736,0.0,0.1352527347882969,0.22499999999999998,0.275
treat,novg,covered,positive,45,15,50,0.0,1.0,1.0,0.0,1.0,2.0,0.225035341729152,0.2749079425594382,0.0,0.11016419781466022,0.22499999999999998,0.275
treat,novg,covered,positive,46,16,50,0.0,1.0,1.0,0.0,1.0,2.0,0.2250231877084966,0.2749462063201387,0.0,0.08972942764627706,0.22499999999999998,0.275
treat,novg,covered,positive,47,17,50,0.0,1.0,1.0,0.0,1.0,2.0,0.22501521345554462,0.2749711853251473,0.0,0.07308517962681545,0.22499999999999998,0.275
treat,novg,covered,positive,48,18,50,0.0,1.0,1.0,0.0,1.0,2.0,0.22500998154818286,0.27498700882834926,0.0,0.05952833558841383,0.22499999999999998,0.275
treat,novg,covered,positive,49,19,50,0.0,1.0,1.0,0.0,1.0,2.0,0.2250065488937628,0.27499665759532405,0.0,0.04848620138886048,0.22499999999999998,0.275
treat,novg,covered,positive,50,20,50,0.0,1.0,1.0,0.0,1.0,2.0,0.22500429672919778,0.27500223304151683,0.0,0.0394923140699855,0.22499999999999998,0.275
treat,novg,covered,positive,51,21,50,0.0,1.0,1.0,0.0,1.0,2.0,0.2250028190840267,0.2750051856545611,0.0,0.03216673663696613,0.22499999999999998,0.275
